,X,stim.race,stim.gen,hairlength,stim.num,fullstimname,men.low.agree,dup,matches_prompt,discriminator_score,red_mean,green_mean,blue_mean,luminance,Skintone.1,Race.1,RaceTextbox.1,Afrocentric.1,Eurocentric.1,Asiocentric.1,Masculinity_1,Femininity.1,Hair.1,Skintone.2,Race.2,RaceTextbox.2,Afrocentric.2,Eurocentric.2,Asiocentric.2,Masculinity_2,Femininity.2,Hair.2,Skintone.3,Race.3,RaceTextbox.3,Afrocentric.3,Eurocentric.3,Asiocentric.3,Masculinity_3,Femininity.3,Hair.3,Skintone.4,Race.4,RaceTextbox.4,Afrocentric.4,Eurocentric.4,Asiocentric.4,Masculinity_4,Femininity.4,Hair.4,Skintone.5,Race.5,RaceTextbox.5,Afrocentric.5,Eurocentric.5,Asiocentric.5,Masculinity_5,Femininity.5,Hair.5,Skintone.6,Race.6,RaceTextbox.6,Afrocentric.6,Eurocentric.6,Asiocentric.6,Masculinity_6,Femininity.6,Hair.6,Skintone.7,Race.7,RaceTextbox.7,Afrocentric.7,Eurocentric.7,Asiocentric.7,Masculinity_7,Femininity.7,Hair.7,Skintone.8,Race.8,RaceTextbox.8,Afrocentric.8,Eurocentric.8,Asiocentric.8,Masculinity_8,Femininity.8,Hair.8,Skintone.9,Race.9,RaceTextbox.9,Afrocentric.9,Eurocentric.9,Asiocentric.9,Masculinity_9,Femininity.9,Hair.9,Skintone.10,Race.10,RaceTextbox.10,Afrocentric.10,Eurocentric.10,Asiocentric.10,Masculinity_10,Femininity.10,Hair.10,Skintone.11,Race.11,RaceTextbox.11,Afrocentric.11,Eurocentric.11,Asiocentric.11,Masculinity_11,Femininity.11,Hair.11,Skintone.12,Race.12,RaceTextbox.12,Afrocentric.12,Eurocentric.12,Asiocentric.12,Masculinity_12,Femininity.12,Hair.12,Skintone.13,Race.13,RaceTextbox.13,Afrocentric.13,Eurocentric.13,Asiocentric.13,Masculinity_13,Femininity.13,Hair.13,Skintone.14,Race.14,RaceTextbox.14,Afrocentric.14,Eurocentric.14,Asiocentric.14,Masculinity_14,Femininity.14,Hair.14,Skintone.15,Race.15,RaceTextbox.15,Afrocentric.15,Eurocentric.15,Asiocentric.15,Masculinity_15,Femininity.15,Hair.15,Skintone.16,Race.16,RaceTextbox.16,Afrocentric.16,Eurocentric.16,Asiocentric.16,Masculinity_16,Femininity.16,Hair.16
319,657,Asian,women,long,206.png,awl206.png,No,No,Yes,100.7379837,67.34221,45.78555,34.448555,0.19432096,4,Native Hawaiian or Other Pacific Islander,,4,4,4,1,7,7,3,Not listed,Indian,2,5,4,2,6,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,673,Asian,women,long,23.png,awl23.png,No,No,Yes,147.6132965,145.22966,135.6101,130.24693,0.53830934,1,Asian,,1,1,7,1,7,7,3,Asian,,1,3,7,1,7,7,2,Asian,,1,1,7,1,7,5,4,Asian,,1,1,7,1,7,6,1,Asian,,1,3,6,1,6,7,2,Asian,,1,3,5,1,7,6,2,White,,1,7,1,1,7,5,5,White,,5,5,NA,2,6,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,682,Asian,women,long,243.png,awl243.png,No,No,Yes,157.2719727,146.8528,131.98279,113.348946,0.5247075,2,Asian,,1,1,7,1,7,7,2,Asian,,1,1,7,1,7,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,683,Asian,women,long,244.png,awl244.png,No,No,Yes,149.7305756,130.78476,129.69751,131.26314,0.50996757,2,White,,1,6,1,2,6,4,2,White,,1,6,1,1,7,7,2,White,,2,6,2,2,6,6,2,White,,1,7,1,1,7,7,2,White,,2,5,2,1,7,7,2,American Indian or Alaska Native,,1,6,1,1,7,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,686,Asian,women,long,248.png,awl248.png,No,No,Yes,164.1444702,156.14018,139.37292,120.07328,0.5550825,1,White,,1,6,3,2,6,6,2,Asian,,1,4,5,2,6,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,690,Asian,women,long,257.png,awl257.png,No,No,Yes,164.4254913,191.94594,190.89851,193.04657,0.7501032,2,Asian,,1,3,6,1,7,7,4,Asian,,1,3,7,1,7,7,2,Asian,,1,3,7,1,7,7,1,Asian,,1,4,6,1,7,6,4,American Indian or Alaska Native,,1,2,NA,1,7,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,691,Asian,women,long,260.png,awl260.png,No,No,Yes,174.8830719,209.41087,189.76479,180.37021,0.75790185,4,Asian,,1,1,7,6,2,7,4,Asian,,1,1,7,7,1,7,4,Asian,,1,2,5,5,3,7,3,Asian,,5,4,5,4,4,4,3,Asian,,1,1,7,7,2,7,2,Asian,,1,2,7,5,2,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,692,Asian,women,long,261.png,awl261.png,No,No,Yes,133.1391754,146.80656,146.80656,146.80656,0.575712,2,Native Hawaiian or Other Pacific Islander,,1,3,4,1,7,7,2,Asian,,1,1,7,1,7,7,1,White,,1,3,3,1,7,7,1,Asian,,1,1,7,1,7,6,2,Asian,,1,4,6,1,7,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,699,Asian,women,long,278.png,awl278.png,No,No,Yes,151.8503113,113.256226,88.28943,85.77407,0.3663436,2,Asian,,1,1,NA,1,7,7,1,Asian,,1,2,7,1,7,7,2,Asian,,2,4,6,1,6,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,703,Asian,women,long,282.png,awl282.png,No,No,Yes,180.1138458,190.86041,168.41762,162.07417,0.6773833,3,Asian,,1,1,7,1,7,7,4,Asian,,1,1,6,1,7,7,2,Asian,,2,2,6,3,5,6,2,Asian,,1,1,7,1,7,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,705,Asian,women,long,284.png,awl284.png,No,No,Yes,131.3045044,66.37704,56.87578,46.57077,0.2280499,1,Asian,,1,2,7,1,7,7,1,Asian,,1,1,7,1,7,6,1,Asian,,1,1,6,1,7,7,1,Asian,,1,2,7,2,6,6,2,Asian,,1,1,7,1,5,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,706,Asian,women,long,285.png,awl285.png,No,No,Yes,161.4879913,160.24579,93.944756,57.097694,0.4132779,2,Asian,,1,2,7,1,7,7,1,Asian,,1,4,5,2,5,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,708,Asian,women,long,287.png,awl287.png,No,No,Yes,185.1376648,214.1565,205.78714,197.55711,0.81165934,3,Asian,,1,1,7,2,6,5,2,Asian,,1,1,6,1,6,6,3,Native Hawaiian or Other Pacific Islander,,1,1,2,1,7,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,710,Asian,women,long,289.png,awl289.png,No,No,Yes,142.0127563,99.71765,111.240585,147.47754,0.43688303,4,Asian,,1,1,5,1,5,6,4,Asian,,1,1,NA,2,5,7,1,Asian,,1,2,7,1,7,7,1,Asian,,1,1,7,1,7,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,715,Asian,women,long,296.png,awl296.png,No,No,Yes,159.157135,183.61552,164.21222,159.63284,0.6588558,2,Asian,,1,1,1,3,4,6,2,Asian,,3,5,4,3,6,6,1,White,,1,7,1,1,7,7,1,White,,1,4,4,1,7,7,2,White,,1,7,1,1,7,7,1,Asian,,1,3,5,1,7,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,716,Asian,women,long,297.png,awl297.png,No,No,Yes,132.7952576,126.8672,111.56867,105.62192,0.44860026,1,White,,1,6,1,1,7,7,2,Asian,,1,1,6,2,6,6,3,Asian,,1,1,7,1,7,4,1,Asian,,1,1,6,1,7,6,1,White,,1,5,1,1,7,7,1,White,,1,6,2,1,7,6,1,Asian,,1,5,6,1,7,7,2,White,,1,7,2,1,7,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,722,Asian,women,long,36.png,awl36.png,No,No,Yes,171.4439545,153.87967,131.26665,113.5519,0.528617,1,Asian,,1,1,7,1,7,7,2,Asian,,1,3,6,1,6,7,2,White,,1,6,1,1,7,7,2,Asian,,1,1,7,1,6,7,1,Asian,,1,4,1,1,7,7,3,Asian,,1,1,7,1,7,5,1,Asian,,1,1,7,1,7,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,726,Asian,women,long,42.png,awl42.png,No,No,Yes,192.8348236,149.6575,113.12555,95.19348,0.4690223,2,Asian,,6,5,5,1,7,6,2,Asian,,1,1,4,4,6,7,5,Asian,,1,1,7,1,6,5,3,Asian,,1,2,6,2,7,6,1,Asian,,1,1,7,1,7,7,1,Asian,,1,1,7,1,7,7,1,Asian,,1,1,7,1,7,7,2,Asian,,1,1,7,1,7,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,728,Asian,women,long,45.png,awl45.png,No,No,Yes,169.4043732,173.36772,162.22728,151.99297,0.64258,2,Asian,,1,1,7,1,7,7,2,Asian,,1,2,7,1,7,5,2,,,1,1,7,1,7,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,732,Asian,women,long,5.png,awl5.png,No,No,Yes,146.197525,142.88037,123.47296,108.90281,0.4962699,2,Asian,,1,1,5,1,7,7,1,Asian,,2,2,6,2,6,7,2,Asian,,1,1,7,1,7,7,1,Asian,,1,1,7,1,7,7,1,White,,1,4,2,1,4,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,734,Asian,women,long,59.png,awl59.png,No,No,Yes,147.1865997,72.38845,72.38845,72.38845,0.28387627,3,Asian,,2,2,7,1,6,6,2,Asian,,1,1,7,3,5,6,3,American Indian or Alaska Native,,1,2,5,2,6,7,1,Asian,,1,1,7,1,7,5,3,Asian,,1,1,7,1,5,6,1,Asian,,1,1,6,1,6,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,736,Asian,women,long,60.png,awl60.png,No,No,Yes,136.8653259,79.92448,91.98093,105.10742,0.35436943,1,Asian,,1,2,7,2,6,7,1,Native Hawaiian or Other Pacific Islander,,2,2,6,1,7,7,1,Asian,,1,1,7,1,6,4,1,Asian,,1,1,7,1,7,7,1,Asian,,1,1,7,3,6,5,3,Asian,,1,2,6,3,5,4,2,Asian,,1,2,7,1,7,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,738,Asian,women,long,65.png,awl65.png,No,No,Yes,137.0205994,152.25143,151.50009,154.50235,0.5955943,1,Asian,,1,1,7,1,7,7,2,Asian,Asian,1,1,7,1,7,7,3,Asian,,1,2,6,1,7,7,1,Asian,,1,1,7,2,6,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,741,Asian,women,long,69.png,awl69.png,No,No,Yes,176.319931,209.74944,180.81882,188.51865,0.73540086,3,Asian,,1,2,6,2,6,5,1,Asian,,1,1,7,1,7,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,742,Asian,women,long,7.png,awl7.png,No,No,Yes,173.4095154,146.92267,127.404434,104.84349,0.50951844,2,Asian,,1,2,6,2,7,6,1,Asian,,1,4,7,1,6,7,2,Asian,,1,7,1,1,7,4,1,Asian,,1,1,7,1,7,7,1,Asian,,1,1,7,1,7,7,NA,American Indian or Alaska Native,,1,1,6,1,7,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,744,Asian,women,long,72.png,awl72.png,No,No,Yes,161.1963348,142.59142,121.69355,113.25859,0.4922712,2,Asian,,1,2,7,1,7,6,1,Asian,,1,1,7,1,7,5,1,Asian,,1,2,6,1,7,6,2,Asian,,1,2,6,2,6,5,3,Asian,,1,1,7,1,7,5,2,Asian,,1,2,6,1,7,7,2,Asian,,1,1,7,1,7,6,2,Asian,,1,1,7,1,7,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,746,Asian,women,long,74.png,awl74.png,No,No,Yes,169.6119537,122.761024,105.51317,94.61072,0.42507637,1,Asian,,1,1,7,1,7,7,2,Asian,,1,3,7,1,7,6,1,Asian,,1,1,7,1,6,4,2,White,,2,6,4,2,6,6,1,Asian,,1,2,6,1,7,7,1,Asian,,1,1,7,1,7,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,749,Asian,women,long,77.png,awl77.png,No,No,Yes,139.3419189,140.78455,109.92826,103.572815,0.45502684,4,Black or African-American,,2,7,2,2,7,7,1,Not listed,,1,1,1,1,7,7,1,White,,1,7,1,1,7,7,3,White,,1,NA,1,2,6,4,1,White,,1,7,1,1,7,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,753,Asian,women,long,85.png,awl85.png,No,No,Yes,182.7359924,192.62807,149.18558,124.54082,0.6142979,3,Asian,,1,1,7,1,7,7,1,Asian,,2,1,6,2,6,7,2,Asian,,1,1,7,1,7,7,2,Asian,,1,1,7,1,6,7,4,Asian,,1,1,7,1,7,5,1,Asian,,1,1,7,1,7,7,1,Asian,,1,1,7,1,7,6,3,White,,NA,5,6,2,6,6,3,Asian,,1,3,7,1,7,6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,755,Asian,women,long,88.png,awl88.png,No,No,Yes,173.358017,128.83932,114.2484,103.25439,0.45709032,3,Asian,,2,4,5,2,7,5,2,Asian,,1,4,5,2,6,7,3,Asian,,2,4,5,1,7,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
