,percent_perturbed,perturbation,input,readable_output,model_type,tokenized_output,confidence,bleu_score,control_number,case,shuffled
659,90,corrupt,bpe_set/with_typos_90.en.bpe,translations/out_with_typos_90.fr_non-shuffled.tok,en-fr,out_bpe_set/out_with_typos_90.fr_non-shuffled.bpe,μ = 0.8 ± 0.1,0.8,66.0,perturbation,non-shuffled
660,100,article,control_bpe_set/control_article_100.en.bpe,translations/out_control_article_100.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_article_100.es_en-es-shuffled.bpe,μ = 33.3 ± 0.6,33.3,67.0,control,shuffled
661,10,article,control_bpe_set/control_article_10.en.bpe,translations/out_control_article_10.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_article_10.es_en-es-shuffled.bpe,μ = 41.3 ± 0.7,41.3,67.0,control,shuffled
662,20,article,control_bpe_set/control_article_20.en.bpe,translations/out_control_article_20.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_article_20.es_en-es-shuffled.bpe,μ = 40.2 ± 0.7,40.2,67.0,control,shuffled
663,30,article,control_bpe_set/control_article_30.en.bpe,translations/out_control_article_30.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_article_30.es_en-es-shuffled.bpe,μ = 39.1 ± 0.7,39.2,67.0,control,shuffled
664,40,article,control_bpe_set/control_article_40.en.bpe,translations/out_control_article_40.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_article_40.es_en-es-shuffled.bpe,μ = 38.4 ± 0.7,38.4,67.0,control,shuffled
665,50,article,control_bpe_set/control_article_50.en.bpe,translations/out_control_article_50.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_article_50.es_en-es-shuffled.bpe,μ = 37.6 ± 0.7,37.6,67.0,control,shuffled
666,60,article,control_bpe_set/control_article_60.en.bpe,translations/out_control_article_60.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_article_60.es_en-es-shuffled.bpe,μ = 36.6 ± 0.6,36.6,67.0,control,shuffled
667,70,article,control_bpe_set/control_article_70.en.bpe,translations/out_control_article_70.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_article_70.es_en-es-shuffled.bpe,μ = 35.6 ± 0.7,35.6,67.0,control,shuffled
668,80,article,control_bpe_set/control_article_80.en.bpe,translations/out_control_article_80.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_article_80.es_en-es-shuffled.bpe,μ = 35.2 ± 0.7,35.2,67.0,control,shuffled
669,90,article,control_bpe_set/control_article_90.en.bpe,translations/out_control_article_90.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_article_90.es_en-es-shuffled.bpe,μ = 34.3 ± 0.7,34.3,67.0,control,shuffled
670,100,demonstrative,control_bpe_set/control_demonstratives_100.en.bpe,translations/out_control_demonstratives_100.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_100.es_en-es-shuffled.bpe,μ = 40.9 ± 0.7,40.9,68.0,control,shuffled
671,10,demonstrative,control_bpe_set/control_demonstratives_10.en.bpe,translations/out_control_demonstratives_10.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_10.es_en-es-shuffled.bpe,μ = 42.0 ± 0.7,42.0,68.0,control,shuffled
672,20,demonstrative,control_bpe_set/control_demonstratives_20.en.bpe,translations/out_control_demonstratives_20.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_20.es_en-es-shuffled.bpe,μ = 41.9 ± 0.7,41.9,68.0,control,shuffled
673,30,demonstrative,control_bpe_set/control_demonstratives_30.en.bpe,translations/out_control_demonstratives_30.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_30.es_en-es-shuffled.bpe,μ = 41.8 ± 0.7,41.8,68.0,control,shuffled
674,40,demonstrative,control_bpe_set/control_demonstratives_40.en.bpe,translations/out_control_demonstratives_40.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_40.es_en-es-shuffled.bpe,μ = 41.5 ± 0.7,41.6,68.0,control,shuffled
675,50,demonstrative,control_bpe_set/control_demonstratives_50.en.bpe,translations/out_control_demonstratives_50.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_50.es_en-es-shuffled.bpe,μ = 41.4 ± 0.7,41.5,68.0,control,shuffled
676,60,demonstrative,control_bpe_set/control_demonstratives_60.en.bpe,translations/out_control_demonstratives_60.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_60.es_en-es-shuffled.bpe,μ = 41.4 ± 0.7,41.4,68.0,control,shuffled
677,70,demonstrative,control_bpe_set/control_demonstratives_70.en.bpe,translations/out_control_demonstratives_70.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_70.es_en-es-shuffled.bpe,μ = 41.3 ± 0.7,41.4,68.0,control,shuffled
678,80,demonstrative,control_bpe_set/control_demonstratives_80.en.bpe,translations/out_control_demonstratives_80.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_80.es_en-es-shuffled.bpe,μ = 41.3 ± 0.7,41.3,68.0,control,shuffled
679,90,demonstrative,control_bpe_set/control_demonstratives_90.en.bpe,translations/out_control_demonstratives_90.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_90.es_en-es-shuffled.bpe,μ = 41.1 ± 0.7,41.1,68.0,control,shuffled
680,100,determiner,control_bpe_set/control_determiners_100.en.bpe,translations/out_control_determiners_100.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_determiners_100.es_en-es-shuffled.bpe,μ = 31.8 ± 0.6,31.8,69.0,control,shuffled
681,10,determiner,control_bpe_set/control_determiners_10.en.bpe,translations/out_control_determiners_10.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_determiners_10.es_en-es-shuffled.bpe,μ = 41.0 ± 0.7,41.0,69.0,control,shuffled
682,20,determiner,control_bpe_set/control_determiners_20.en.bpe,translations/out_control_determiners_20.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_determiners_20.es_en-es-shuffled.bpe,μ = 40.3 ± 0.7,40.3,69.0,control,shuffled
683,30,determiner,control_bpe_set/control_determiners_30.en.bpe,translations/out_control_determiners_30.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_determiners_30.es_en-es-shuffled.bpe,μ = 39.0 ± 0.7,39.1,69.0,control,shuffled
684,40,determiner,control_bpe_set/control_determiners_40.en.bpe,translations/out_control_determiners_40.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_determiners_40.es_en-es-shuffled.bpe,μ = 38.0 ± 0.7,38.0,69.0,control,shuffled
685,50,determiner,control_bpe_set/control_determiners_50.en.bpe,translations/out_control_determiners_50.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_determiners_50.es_en-es-shuffled.bpe,μ = 36.7 ± 0.6,36.7,69.0,control,shuffled
686,60,determiner,control_bpe_set/control_determiners_60.en.bpe,translations/out_control_determiners_60.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_determiners_60.es_en-es-shuffled.bpe,μ = 36.0 ± 0.7,36.0,69.0,control,shuffled
687,70,determiner,control_bpe_set/control_determiners_70.en.bpe,translations/out_control_determiners_70.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_determiners_70.es_en-es-shuffled.bpe,μ = 35.2 ± 0.7,35.2,69.0,control,shuffled
688,80,determiner,control_bpe_set/control_determiners_80.en.bpe,translations/out_control_determiners_80.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_determiners_80.es_en-es-shuffled.bpe,μ = 34.3 ± 0.6,34.3,69.0,control,shuffled
689,90,determiner,control_bpe_set/control_determiners_90.en.bpe,translations/out_control_determiners_90.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_determiners_90.es_en-es-shuffled.bpe,μ = 33.2 ± 0.6,33.2,69.0,control,shuffled
690,100,lemma,control_bpe_set/control_lemmas_100.en.bpe,translations/out_control_lemmas_100.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_100.es_en-es-shuffled.bpe,μ = 28.0 ± 0.6,28.0,70.0,control,shuffled
691,10,lemma,control_bpe_set/control_lemmas_10.en.bpe,translations/out_control_lemmas_10.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_10.es_en-es-shuffled.bpe,μ = 40.5 ± 0.7,40.5,70.0,control,shuffled
692,20,lemma,control_bpe_set/control_lemmas_20.en.bpe,translations/out_control_lemmas_20.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_20.es_en-es-shuffled.bpe,μ = 38.9 ± 0.7,39.0,70.0,control,shuffled
693,30,lemma,control_bpe_set/control_lemmas_30.en.bpe,translations/out_control_lemmas_30.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_30.es_en-es-shuffled.bpe,μ = 37.7 ± 0.7,37.7,70.0,control,shuffled
694,40,lemma,control_bpe_set/control_lemmas_40.en.bpe,translations/out_control_lemmas_40.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_40.es_en-es-shuffled.bpe,μ = 36.1 ± 0.6,36.1,70.0,control,shuffled
695,50,lemma,control_bpe_set/control_lemmas_50.en.bpe,translations/out_control_lemmas_50.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_50.es_en-es-shuffled.bpe,μ = 34.9 ± 0.7,34.9,70.0,control,shuffled
696,60,lemma,control_bpe_set/control_lemmas_60.en.bpe,translations/out_control_lemmas_60.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_60.es_en-es-shuffled.bpe,μ = 33.4 ± 0.6,33.4,70.0,control,shuffled
697,70,lemma,control_bpe_set/control_lemmas_70.en.bpe,translations/out_control_lemmas_70.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_70.es_en-es-shuffled.bpe,μ = 32.1 ± 0.6,32.1,70.0,control,shuffled
698,80,lemma,control_bpe_set/control_lemmas_80.en.bpe,translations/out_control_lemmas_80.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_80.es_en-es-shuffled.bpe,μ = 30.2 ± 0.6,30.2,70.0,control,shuffled
699,90,lemma,control_bpe_set/control_lemmas_90.en.bpe,translations/out_control_lemmas_90.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_90.es_en-es-shuffled.bpe,μ = 29.2 ± 0.6,29.2,70.0,control,shuffled
700,100,NER-all,control_bpe_set/control_named_allentities_100.en.bpe,translations/out_control_named_allentities_100.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_100.es_en-es-shuffled.bpe,μ = 28.2 ± 0.6,28.2,71.0,control,shuffled
701,10,NER-all,control_bpe_set/control_named_allentities_10.en.bpe,translations/out_control_named_allentities_10.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_10.es_en-es-shuffled.bpe,μ = 40.7 ± 0.7,40.7,71.0,control,shuffled
702,20,NER-all,control_bpe_set/control_named_allentities_20.en.bpe,translations/out_control_named_allentities_20.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_20.es_en-es-shuffled.bpe,μ = 39.1 ± 0.7,39.1,71.0,control,shuffled
703,30,NER-all,control_bpe_set/control_named_allentities_30.en.bpe,translations/out_control_named_allentities_30.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_30.es_en-es-shuffled.bpe,μ = 37.7 ± 0.7,37.7,71.0,control,shuffled
704,40,NER-all,control_bpe_set/control_named_allentities_40.en.bpe,translations/out_control_named_allentities_40.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_40.es_en-es-shuffled.bpe,μ = 36.1 ± 0.6,36.1,71.0,control,shuffled
705,50,NER-all,control_bpe_set/control_named_allentities_50.en.bpe,translations/out_control_named_allentities_50.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_50.es_en-es-shuffled.bpe,μ = 34.9 ± 0.6,34.9,71.0,control,shuffled
706,60,NER-all,control_bpe_set/control_named_allentities_60.en.bpe,translations/out_control_named_allentities_60.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_60.es_en-es-shuffled.bpe,μ = 33.7 ± 0.6,33.7,71.0,control,shuffled
707,70,NER-all,control_bpe_set/control_named_allentities_70.en.bpe,translations/out_control_named_allentities_70.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_70.es_en-es-shuffled.bpe,μ = 32.5 ± 0.6,32.5,71.0,control,shuffled
708,80,NER-all,control_bpe_set/control_named_allentities_80.en.bpe,translations/out_control_named_allentities_80.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_80.es_en-es-shuffled.bpe,μ = 31.0 ± 0.6,31.0,71.0,control,shuffled
709,90,NER-all,control_bpe_set/control_named_allentities_90.en.bpe,translations/out_control_named_allentities_90.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_90.es_en-es-shuffled.bpe,μ = 29.5 ± 0.6,29.5,71.0,control,shuffled
710,100,number,control_bpe_set/control_named_cardinal_100.en.bpe,translations/out_control_named_cardinal_100.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_100.es_en-es-shuffled.bpe,μ = 40.2 ± 0.7,40.3,72.0,control,shuffled
711,10,number,control_bpe_set/control_named_cardinal_10.en.bpe,translations/out_control_named_cardinal_10.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_10.es_en-es-shuffled.bpe,μ = 41.9 ± 0.7,41.9,72.0,control,shuffled
712,20,number,control_bpe_set/control_named_cardinal_20.en.bpe,translations/out_control_named_cardinal_20.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_20.es_en-es-shuffled.bpe,μ = 41.7 ± 0.7,41.8,72.0,control,shuffled
713,30,number,control_bpe_set/control_named_cardinal_30.en.bpe,translations/out_control_named_cardinal_30.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_30.es_en-es-shuffled.bpe,μ = 41.5 ± 0.7,41.5,72.0,control,shuffled
714,40,number,control_bpe_set/control_named_cardinal_40.en.bpe,translations/out_control_named_cardinal_40.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_40.es_en-es-shuffled.bpe,μ = 41.4 ± 0.7,41.4,72.0,control,shuffled
715,50,number,control_bpe_set/control_named_cardinal_50.en.bpe,translations/out_control_named_cardinal_50.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_50.es_en-es-shuffled.bpe,μ = 41.4 ± 0.7,41.4,72.0,control,shuffled
716,60,number,control_bpe_set/control_named_cardinal_60.en.bpe,translations/out_control_named_cardinal_60.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_60.es_en-es-shuffled.bpe,μ = 41.2 ± 0.7,41.2,72.0,control,shuffled
717,70,number,control_bpe_set/control_named_cardinal_70.en.bpe,translations/out_control_named_cardinal_70.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_70.es_en-es-shuffled.bpe,μ = 40.8 ± 0.7,40.8,72.0,control,shuffled
718,80,number,control_bpe_set/control_named_cardinal_80.en.bpe,translations/out_control_named_cardinal_80.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_80.es_en-es-shuffled.bpe,μ = 40.9 ± 0.7,40.9,72.0,control,shuffled
719,90,number,control_bpe_set/control_named_cardinal_90.en.bpe,translations/out_control_named_cardinal_90.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_90.es_en-es-shuffled.bpe,μ = 40.6 ± 0.7,40.6,72.0,control,shuffled
720,100,NER-org,control_bpe_set/control_named_organization_100.en.bpe,translations/out_control_named_organization_100.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_100.es_en-es-shuffled.bpe,μ = 37.8 ± 0.7,37.8,73.0,control,shuffled
721,10,NER-org,control_bpe_set/control_named_organization_10.en.bpe,translations/out_control_named_organization_10.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_10.es_en-es-shuffled.bpe,μ = 41.7 ± 0.7,41.7,73.0,control,shuffled
722,20,NER-org,control_bpe_set/control_named_organization_20.en.bpe,translations/out_control_named_organization_20.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_20.es_en-es-shuffled.bpe,μ = 41.2 ± 0.7,41.2,73.0,control,shuffled
723,30,NER-org,control_bpe_set/control_named_organization_30.en.bpe,translations/out_control_named_organization_30.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_30.es_en-es-shuffled.bpe,μ = 40.8 ± 0.7,40.8,73.0,control,shuffled
724,40,NER-org,control_bpe_set/control_named_organization_40.en.bpe,translations/out_control_named_organization_40.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_40.es_en-es-shuffled.bpe,μ = 40.1 ± 0.7,40.2,73.0,control,shuffled
725,50,NER-org,control_bpe_set/control_named_organization_50.en.bpe,translations/out_control_named_organization_50.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_50.es_en-es-shuffled.bpe,μ = 39.9 ± 0.7,39.9,73.0,control,shuffled
726,60,NER-org,control_bpe_set/control_named_organization_60.en.bpe,translations/out_control_named_organization_60.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_60.es_en-es-shuffled.bpe,μ = 39.5 ± 0.7,39.5,73.0,control,shuffled
727,70,NER-org,control_bpe_set/control_named_organization_70.en.bpe,translations/out_control_named_organization_70.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_70.es_en-es-shuffled.bpe,μ = 39.0 ± 0.7,39.0,73.0,control,shuffled
728,80,NER-org,control_bpe_set/control_named_organization_80.en.bpe,translations/out_control_named_organization_80.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_80.es_en-es-shuffled.bpe,μ = 38.7 ± 0.7,38.7,73.0,control,shuffled
729,90,NER-org,control_bpe_set/control_named_organization_90.en.bpe,translations/out_control_named_organization_90.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_90.es_en-es-shuffled.bpe,μ = 38.2 ± 0.7,38.3,73.0,control,shuffled
730,100,NER-per,control_bpe_set/control_named_person_100.en.bpe,translations/out_control_named_person_100.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_person_100.es_en-es-shuffled.bpe,μ = 41.7 ± 0.7,41.7,74.0,control,shuffled
731,10,NER-per,control_bpe_set/control_named_person_10.en.bpe,translations/out_control_named_person_10.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_person_10.es_en-es-shuffled.bpe,μ = 42.1 ± 0.7,42.1,74.0,control,shuffled
732,20,NER-per,control_bpe_set/control_named_person_20.en.bpe,translations/out_control_named_person_20.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_person_20.es_en-es-shuffled.bpe,μ = 42.0 ± 0.7,42.0,74.0,control,shuffled
733,30,NER-per,control_bpe_set/control_named_person_30.en.bpe,translations/out_control_named_person_30.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_person_30.es_en-es-shuffled.bpe,μ = 42.0 ± 0.7,42.0,74.0,control,shuffled
734,40,NER-per,control_bpe_set/control_named_person_40.en.bpe,translations/out_control_named_person_40.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_person_40.es_en-es-shuffled.bpe,μ = 41.9 ± 0.7,42.0,74.0,control,shuffled
735,50,NER-per,control_bpe_set/control_named_person_50.en.bpe,translations/out_control_named_person_50.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_person_50.es_en-es-shuffled.bpe,μ = 41.8 ± 0.7,41.8,74.0,control,shuffled
736,60,NER-per,control_bpe_set/control_named_person_60.en.bpe,translations/out_control_named_person_60.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_person_60.es_en-es-shuffled.bpe,μ = 41.8 ± 0.7,41.8,74.0,control,shuffled
737,70,NER-per,control_bpe_set/control_named_person_70.en.bpe,translations/out_control_named_person_70.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_person_70.es_en-es-shuffled.bpe,μ = 41.7 ± 0.7,41.7,74.0,control,shuffled
738,80,NER-per,control_bpe_set/control_named_person_80.en.bpe,translations/out_control_named_person_80.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_person_80.es_en-es-shuffled.bpe,μ = 41.7 ± 0.7,41.8,74.0,control,shuffled
739,90,NER-per,control_bpe_set/control_named_person_90.en.bpe,translations/out_control_named_person_90.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_named_person_90.es_en-es-shuffled.bpe,μ = 41.7 ± 0.7,41.7,74.0,control,shuffled
740,100,prep.,control_bpe_set/control_prep._100.en.bpe,translations/out_control_prep._100.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_prep._100.es_en-es-shuffled.bpe,μ = 28.5 ± 0.6,28.5,75.0,control,shuffled
741,10,prep.,control_bpe_set/control_prep._10.en.bpe,translations/out_control_prep._10.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_prep._10.es_en-es-shuffled.bpe,μ = 40.5 ± 0.7,40.5,75.0,control,shuffled
742,20,prep.,control_bpe_set/control_prep._20.en.bpe,translations/out_control_prep._20.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_prep._20.es_en-es-shuffled.bpe,μ = 39.1 ± 0.7,39.1,75.0,control,shuffled
743,30,prep.,control_bpe_set/control_prep._30.en.bpe,translations/out_control_prep._30.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_prep._30.es_en-es-shuffled.bpe,μ = 37.6 ± 0.7,37.7,75.0,control,shuffled
744,40,prep.,control_bpe_set/control_prep._40.en.bpe,translations/out_control_prep._40.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_prep._40.es_en-es-shuffled.bpe,μ = 36.3 ± 0.7,36.4,75.0,control,shuffled
745,50,prep.,control_bpe_set/control_prep._50.en.bpe,translations/out_control_prep._50.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_prep._50.es_en-es-shuffled.bpe,μ = 35.1 ± 0.7,35.1,75.0,control,shuffled
746,60,prep.,control_bpe_set/control_prep._60.en.bpe,translations/out_control_prep._60.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_prep._60.es_en-es-shuffled.bpe,μ = 33.6 ± 0.6,33.6,75.0,control,shuffled
747,70,prep.,control_bpe_set/control_prep._70.en.bpe,translations/out_control_prep._70.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_prep._70.es_en-es-shuffled.bpe,μ = 32.3 ± 0.6,32.3,75.0,control,shuffled
748,80,prep.,control_bpe_set/control_prep._80.en.bpe,translations/out_control_prep._80.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_prep._80.es_en-es-shuffled.bpe,μ = 31.1 ± 0.6,31.1,75.0,control,shuffled
749,90,prep.,control_bpe_set/control_prep._90.en.bpe,translations/out_control_prep._90.es_en-es-shuffled.tok,en-es,out_bpe_set/out_control_prep._90.es_en-es-shuffled.bpe,μ = 29.9 ± 0.6,29.9,75.0,control,shuffled
750,100,article,control_bpe_set/control_article_100.en.bpe,translations/out_control_article_100.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_article_100.es_en-es-non-shuffled.bpe,μ = 42.0 ± 0.6,42.0,76.0,control,non-shuffled
751,10,article,control_bpe_set/control_article_10.en.bpe,translations/out_control_article_10.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_article_10.es_en-es-non-shuffled.bpe,μ = 51.6 ± 0.7,51.6,76.0,control,non-shuffled
752,20,article,control_bpe_set/control_article_20.en.bpe,translations/out_control_article_20.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_article_20.es_en-es-non-shuffled.bpe,μ = 50.5 ± 0.6,50.6,76.0,control,non-shuffled
753,30,article,control_bpe_set/control_article_30.en.bpe,translations/out_control_article_30.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_article_30.es_en-es-non-shuffled.bpe,μ = 49.3 ± 0.6,49.3,76.0,control,non-shuffled
754,40,article,control_bpe_set/control_article_40.en.bpe,translations/out_control_article_40.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_article_40.es_en-es-non-shuffled.bpe,μ = 48.3 ± 0.7,48.3,76.0,control,non-shuffled
755,50,article,control_bpe_set/control_article_50.en.bpe,translations/out_control_article_50.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_article_50.es_en-es-non-shuffled.bpe,μ = 47.3 ± 0.7,47.3,76.0,control,non-shuffled
756,60,article,control_bpe_set/control_article_60.en.bpe,translations/out_control_article_60.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_article_60.es_en-es-non-shuffled.bpe,μ = 46.3 ± 0.6,46.3,76.0,control,non-shuffled
757,70,article,control_bpe_set/control_article_70.en.bpe,translations/out_control_article_70.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_article_70.es_en-es-non-shuffled.bpe,μ = 45.2 ± 0.6,45.2,76.0,control,non-shuffled
758,80,article,control_bpe_set/control_article_80.en.bpe,translations/out_control_article_80.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_article_80.es_en-es-non-shuffled.bpe,μ = 44.1 ± 0.6,44.1,76.0,control,non-shuffled
759,90,article,control_bpe_set/control_article_90.en.bpe,translations/out_control_article_90.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_article_90.es_en-es-non-shuffled.bpe,μ = 43.0 ± 0.6,43.0,76.0,control,non-shuffled
760,100,demonstrative,control_bpe_set/control_demonstratives_100.en.bpe,translations/out_control_demonstratives_100.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_100.es_en-es-non-shuffled.bpe,μ = 51.2 ± 0.6,51.2,77.0,control,non-shuffled
761,10,demonstrative,control_bpe_set/control_demonstratives_10.en.bpe,translations/out_control_demonstratives_10.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_10.es_en-es-non-shuffled.bpe,μ = 52.4 ± 0.7,52.5,77.0,control,non-shuffled
762,20,demonstrative,control_bpe_set/control_demonstratives_20.en.bpe,translations/out_control_demonstratives_20.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_20.es_en-es-non-shuffled.bpe,μ = 52.3 ± 0.7,52.3,77.0,control,non-shuffled
763,30,demonstrative,control_bpe_set/control_demonstratives_30.en.bpe,translations/out_control_demonstratives_30.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_30.es_en-es-non-shuffled.bpe,μ = 52.2 ± 0.6,52.2,77.0,control,non-shuffled
764,40,demonstrative,control_bpe_set/control_demonstratives_40.en.bpe,translations/out_control_demonstratives_40.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_40.es_en-es-non-shuffled.bpe,μ = 52.0 ± 0.7,52.1,77.0,control,non-shuffled
765,50,demonstrative,control_bpe_set/control_demonstratives_50.en.bpe,translations/out_control_demonstratives_50.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_50.es_en-es-non-shuffled.bpe,μ = 51.9 ± 0.7,51.9,77.0,control,non-shuffled
766,60,demonstrative,control_bpe_set/control_demonstratives_60.en.bpe,translations/out_control_demonstratives_60.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_60.es_en-es-non-shuffled.bpe,μ = 51.8 ± 0.7,51.8,77.0,control,non-shuffled
767,70,demonstrative,control_bpe_set/control_demonstratives_70.en.bpe,translations/out_control_demonstratives_70.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_70.es_en-es-non-shuffled.bpe,μ = 51.7 ± 0.7,51.7,77.0,control,non-shuffled
768,80,demonstrative,control_bpe_set/control_demonstratives_80.en.bpe,translations/out_control_demonstratives_80.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_80.es_en-es-non-shuffled.bpe,μ = 51.5 ± 0.7,51.6,77.0,control,non-shuffled
