,percent_perturbed,perturbation,input,readable_output,model_type,tokenized_output,confidence,bleu_score,control_number,case,shuffled
769,90,demonstrative,control_bpe_set/control_demonstratives_90.en.bpe,translations/out_control_demonstratives_90.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_demonstratives_90.es_en-es-non-shuffled.bpe,μ = 51.4 ± 0.7,51.4,77.0,control,non-shuffled
770,100,determiner,control_bpe_set/control_determiners_100.en.bpe,translations/out_control_determiners_100.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_determiners_100.es_en-es-non-shuffled.bpe,μ = 40.6 ± 0.6,40.6,78.0,control,non-shuffled
771,10,determiner,control_bpe_set/control_determiners_10.en.bpe,translations/out_control_determiners_10.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_determiners_10.es_en-es-non-shuffled.bpe,μ = 51.3 ± 0.7,51.3,78.0,control,non-shuffled
772,20,determiner,control_bpe_set/control_determiners_20.en.bpe,translations/out_control_determiners_20.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_determiners_20.es_en-es-non-shuffled.bpe,μ = 50.0 ± 0.7,50.0,78.0,control,non-shuffled
773,30,determiner,control_bpe_set/control_determiners_30.en.bpe,translations/out_control_determiners_30.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_determiners_30.es_en-es-non-shuffled.bpe,μ = 49.1 ± 0.6,49.1,78.0,control,non-shuffled
774,40,determiner,control_bpe_set/control_determiners_40.en.bpe,translations/out_control_determiners_40.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_determiners_40.es_en-es-non-shuffled.bpe,μ = 48.0 ± 0.7,48.0,78.0,control,non-shuffled
775,50,determiner,control_bpe_set/control_determiners_50.en.bpe,translations/out_control_determiners_50.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_determiners_50.es_en-es-non-shuffled.bpe,μ = 46.6 ± 0.6,46.6,78.0,control,non-shuffled
776,60,determiner,control_bpe_set/control_determiners_60.en.bpe,translations/out_control_determiners_60.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_determiners_60.es_en-es-non-shuffled.bpe,μ = 45.4 ± 0.6,45.5,78.0,control,non-shuffled
777,70,determiner,control_bpe_set/control_determiners_70.en.bpe,translations/out_control_determiners_70.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_determiners_70.es_en-es-non-shuffled.bpe,μ = 44.4 ± 0.6,44.4,78.0,control,non-shuffled
778,80,determiner,control_bpe_set/control_determiners_80.en.bpe,translations/out_control_determiners_80.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_determiners_80.es_en-es-non-shuffled.bpe,μ = 43.2 ± 0.6,43.2,78.0,control,non-shuffled
779,90,determiner,control_bpe_set/control_determiners_90.en.bpe,translations/out_control_determiners_90.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_determiners_90.es_en-es-non-shuffled.bpe,μ = 42.1 ± 0.6,42.1,78.0,control,non-shuffled
780,100,lemma,control_bpe_set/control_lemmas_100.en.bpe,translations/out_control_lemmas_100.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_100.es_en-es-non-shuffled.bpe,μ = 35.6 ± 0.6,35.7,79.0,control,non-shuffled
781,10,lemma,control_bpe_set/control_lemmas_10.en.bpe,translations/out_control_lemmas_10.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_10.es_en-es-non-shuffled.bpe,μ = 51.0 ± 0.7,51.0,79.0,control,non-shuffled
782,20,lemma,control_bpe_set/control_lemmas_20.en.bpe,translations/out_control_lemmas_20.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_20.es_en-es-non-shuffled.bpe,μ = 49.1 ± 0.6,49.2,79.0,control,non-shuffled
783,30,lemma,control_bpe_set/control_lemmas_30.en.bpe,translations/out_control_lemmas_30.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_30.es_en-es-non-shuffled.bpe,μ = 47.3 ± 0.6,47.3,79.0,control,non-shuffled
784,40,lemma,control_bpe_set/control_lemmas_40.en.bpe,translations/out_control_lemmas_40.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_40.es_en-es-non-shuffled.bpe,μ = 45.5 ± 0.6,45.6,79.0,control,non-shuffled
785,50,lemma,control_bpe_set/control_lemmas_50.en.bpe,translations/out_control_lemmas_50.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_50.es_en-es-non-shuffled.bpe,μ = 44.0 ± 0.6,44.0,79.0,control,non-shuffled
786,60,lemma,control_bpe_set/control_lemmas_60.en.bpe,translations/out_control_lemmas_60.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_60.es_en-es-non-shuffled.bpe,μ = 42.3 ± 0.6,42.4,79.0,control,non-shuffled
787,70,lemma,control_bpe_set/control_lemmas_70.en.bpe,translations/out_control_lemmas_70.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_70.es_en-es-non-shuffled.bpe,μ = 40.9 ± 0.6,40.9,79.0,control,non-shuffled
788,80,lemma,control_bpe_set/control_lemmas_80.en.bpe,translations/out_control_lemmas_80.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_80.es_en-es-non-shuffled.bpe,μ = 38.9 ± 0.6,38.9,79.0,control,non-shuffled
789,90,lemma,control_bpe_set/control_lemmas_90.en.bpe,translations/out_control_lemmas_90.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_lemmas_90.es_en-es-non-shuffled.bpe,μ = 37.3 ± 0.6,37.4,79.0,control,non-shuffled
790,100,NER-all,control_bpe_set/control_named_allentities_100.en.bpe,translations/out_control_named_allentities_100.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_100.es_en-es-non-shuffled.bpe,μ = 36.1 ± 0.6,36.1,80.0,control,non-shuffled
791,10,NER-all,control_bpe_set/control_named_allentities_10.en.bpe,translations/out_control_named_allentities_10.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_10.es_en-es-non-shuffled.bpe,μ = 50.9 ± 0.7,51.0,80.0,control,non-shuffled
792,20,NER-all,control_bpe_set/control_named_allentities_20.en.bpe,translations/out_control_named_allentities_20.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_20.es_en-es-non-shuffled.bpe,μ = 49.2 ± 0.7,49.2,80.0,control,non-shuffled
793,30,NER-all,control_bpe_set/control_named_allentities_30.en.bpe,translations/out_control_named_allentities_30.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_30.es_en-es-non-shuffled.bpe,μ = 47.6 ± 0.6,47.6,80.0,control,non-shuffled
794,40,NER-all,control_bpe_set/control_named_allentities_40.en.bpe,translations/out_control_named_allentities_40.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_40.es_en-es-non-shuffled.bpe,μ = 45.8 ± 0.7,45.8,80.0,control,non-shuffled
795,50,NER-all,control_bpe_set/control_named_allentities_50.en.bpe,translations/out_control_named_allentities_50.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_50.es_en-es-non-shuffled.bpe,μ = 44.2 ± 0.6,44.2,80.0,control,non-shuffled
796,60,NER-all,control_bpe_set/control_named_allentities_60.en.bpe,translations/out_control_named_allentities_60.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_60.es_en-es-non-shuffled.bpe,μ = 42.4 ± 0.6,42.4,80.0,control,non-shuffled
797,70,NER-all,control_bpe_set/control_named_allentities_70.en.bpe,translations/out_control_named_allentities_70.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_70.es_en-es-non-shuffled.bpe,μ = 40.9 ± 0.6,40.9,80.0,control,non-shuffled
798,80,NER-all,control_bpe_set/control_named_allentities_80.en.bpe,translations/out_control_named_allentities_80.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_80.es_en-es-non-shuffled.bpe,μ = 39.5 ± 0.6,39.5,80.0,control,non-shuffled
799,90,NER-all,control_bpe_set/control_named_allentities_90.en.bpe,translations/out_control_named_allentities_90.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_allentities_90.es_en-es-non-shuffled.bpe,μ = 37.4 ± 0.6,37.4,80.0,control,non-shuffled
800,100,number,control_bpe_set/control_named_cardinal_100.en.bpe,translations/out_control_named_cardinal_100.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_100.es_en-es-non-shuffled.bpe,μ = 50.7 ± 0.6,50.7,81.0,control,non-shuffled
801,10,number,control_bpe_set/control_named_cardinal_10.en.bpe,translations/out_control_named_cardinal_10.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_10.es_en-es-non-shuffled.bpe,μ = 52.4 ± 0.7,52.4,81.0,control,non-shuffled
802,20,number,control_bpe_set/control_named_cardinal_20.en.bpe,translations/out_control_named_cardinal_20.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_20.es_en-es-non-shuffled.bpe,μ = 52.2 ± 0.7,52.2,81.0,control,non-shuffled
803,30,number,control_bpe_set/control_named_cardinal_30.en.bpe,translations/out_control_named_cardinal_30.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_30.es_en-es-non-shuffled.bpe,μ = 52.0 ± 0.7,52.0,81.0,control,non-shuffled
804,40,number,control_bpe_set/control_named_cardinal_40.en.bpe,translations/out_control_named_cardinal_40.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_40.es_en-es-non-shuffled.bpe,μ = 51.7 ± 0.6,51.8,81.0,control,non-shuffled
805,50,number,control_bpe_set/control_named_cardinal_50.en.bpe,translations/out_control_named_cardinal_50.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_50.es_en-es-non-shuffled.bpe,μ = 51.6 ± 0.6,51.6,81.0,control,non-shuffled
806,60,number,control_bpe_set/control_named_cardinal_60.en.bpe,translations/out_control_named_cardinal_60.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_60.es_en-es-non-shuffled.bpe,μ = 51.5 ± 0.6,51.5,81.0,control,non-shuffled
807,70,number,control_bpe_set/control_named_cardinal_70.en.bpe,translations/out_control_named_cardinal_70.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_70.es_en-es-non-shuffled.bpe,μ = 51.1 ± 0.6,51.1,81.0,control,non-shuffled
808,80,number,control_bpe_set/control_named_cardinal_80.en.bpe,translations/out_control_named_cardinal_80.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_80.es_en-es-non-shuffled.bpe,μ = 50.9 ± 0.7,50.9,81.0,control,non-shuffled
809,90,number,control_bpe_set/control_named_cardinal_90.en.bpe,translations/out_control_named_cardinal_90.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_cardinal_90.es_en-es-non-shuffled.bpe,μ = 50.8 ± 0.6,50.8,81.0,control,non-shuffled
810,100,NER-org,control_bpe_set/control_named_organization_100.en.bpe,translations/out_control_named_organization_100.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_100.es_en-es-non-shuffled.bpe,μ = 47.8 ± 0.7,47.8,82.0,control,non-shuffled
811,10,NER-org,control_bpe_set/control_named_organization_10.en.bpe,translations/out_control_named_organization_10.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_10.es_en-es-non-shuffled.bpe,μ = 52.1 ± 0.7,52.1,82.0,control,non-shuffled
812,20,NER-org,control_bpe_set/control_named_organization_20.en.bpe,translations/out_control_named_organization_20.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_20.es_en-es-non-shuffled.bpe,μ = 51.5 ± 0.7,51.5,82.0,control,non-shuffled
813,30,NER-org,control_bpe_set/control_named_organization_30.en.bpe,translations/out_control_named_organization_30.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_30.es_en-es-non-shuffled.bpe,μ = 51.0 ± 0.6,51.0,82.0,control,non-shuffled
814,40,NER-org,control_bpe_set/control_named_organization_40.en.bpe,translations/out_control_named_organization_40.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_40.es_en-es-non-shuffled.bpe,μ = 50.5 ± 0.7,50.5,82.0,control,non-shuffled
815,50,NER-org,control_bpe_set/control_named_organization_50.en.bpe,translations/out_control_named_organization_50.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_50.es_en-es-non-shuffled.bpe,μ = 50.2 ± 0.7,50.2,82.0,control,non-shuffled
816,60,NER-org,control_bpe_set/control_named_organization_60.en.bpe,translations/out_control_named_organization_60.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_60.es_en-es-non-shuffled.bpe,μ = 49.5 ± 0.7,49.5,82.0,control,non-shuffled
817,70,NER-org,control_bpe_set/control_named_organization_70.en.bpe,translations/out_control_named_organization_70.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_70.es_en-es-non-shuffled.bpe,μ = 48.8 ± 0.6,48.9,82.0,control,non-shuffled
818,80,NER-org,control_bpe_set/control_named_organization_80.en.bpe,translations/out_control_named_organization_80.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_80.es_en-es-non-shuffled.bpe,μ = 48.4 ± 0.7,48.4,82.0,control,non-shuffled
819,90,NER-org,control_bpe_set/control_named_organization_90.en.bpe,translations/out_control_named_organization_90.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_organization_90.es_en-es-non-shuffled.bpe,μ = 48.0 ± 0.6,48.0,82.0,control,non-shuffled
820,100,NER-per,control_bpe_set/control_named_person_100.en.bpe,translations/out_control_named_person_100.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_person_100.es_en-es-non-shuffled.bpe,μ = 52.1 ± 0.7,52.1,83.0,control,non-shuffled
821,10,NER-per,control_bpe_set/control_named_person_10.en.bpe,translations/out_control_named_person_10.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_person_10.es_en-es-non-shuffled.bpe,μ = 52.5 ± 0.7,52.6,83.0,control,non-shuffled
822,20,NER-per,control_bpe_set/control_named_person_20.en.bpe,translations/out_control_named_person_20.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_person_20.es_en-es-non-shuffled.bpe,μ = 52.5 ± 0.6,52.5,83.0,control,non-shuffled
823,30,NER-per,control_bpe_set/control_named_person_30.en.bpe,translations/out_control_named_person_30.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_person_30.es_en-es-non-shuffled.bpe,μ = 52.4 ± 0.7,52.5,83.0,control,non-shuffled
824,40,NER-per,control_bpe_set/control_named_person_40.en.bpe,translations/out_control_named_person_40.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_person_40.es_en-es-non-shuffled.bpe,μ = 52.4 ± 0.7,52.4,83.0,control,non-shuffled
825,50,NER-per,control_bpe_set/control_named_person_50.en.bpe,translations/out_control_named_person_50.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_person_50.es_en-es-non-shuffled.bpe,μ = 52.3 ± 0.6,52.3,83.0,control,non-shuffled
826,60,NER-per,control_bpe_set/control_named_person_60.en.bpe,translations/out_control_named_person_60.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_person_60.es_en-es-non-shuffled.bpe,μ = 52.3 ± 0.7,52.3,83.0,control,non-shuffled
827,70,NER-per,control_bpe_set/control_named_person_70.en.bpe,translations/out_control_named_person_70.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_person_70.es_en-es-non-shuffled.bpe,μ = 52.2 ± 0.6,52.2,83.0,control,non-shuffled
828,80,NER-per,control_bpe_set/control_named_person_80.en.bpe,translations/out_control_named_person_80.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_person_80.es_en-es-non-shuffled.bpe,μ = 52.2 ± 0.7,52.2,83.0,control,non-shuffled
829,90,NER-per,control_bpe_set/control_named_person_90.en.bpe,translations/out_control_named_person_90.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_named_person_90.es_en-es-non-shuffled.bpe,μ = 52.1 ± 0.7,52.1,83.0,control,non-shuffled
830,100,prep.,control_bpe_set/control_prep._100.en.bpe,translations/out_control_prep._100.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_prep._100.es_en-es-non-shuffled.bpe,μ = 36.2 ± 0.6,36.2,84.0,control,non-shuffled
831,10,prep.,control_bpe_set/control_prep._10.en.bpe,translations/out_control_prep._10.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_prep._10.es_en-es-non-shuffled.bpe,μ = 50.9 ± 0.7,50.9,84.0,control,non-shuffled
832,20,prep.,control_bpe_set/control_prep._20.en.bpe,translations/out_control_prep._20.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_prep._20.es_en-es-non-shuffled.bpe,μ = 49.2 ± 0.6,49.2,84.0,control,non-shuffled
833,30,prep.,control_bpe_set/control_prep._30.en.bpe,translations/out_control_prep._30.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_prep._30.es_en-es-non-shuffled.bpe,μ = 47.6 ± 0.6,47.6,84.0,control,non-shuffled
834,40,prep.,control_bpe_set/control_prep._40.en.bpe,translations/out_control_prep._40.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_prep._40.es_en-es-non-shuffled.bpe,μ = 46.0 ± 0.6,46.0,84.0,control,non-shuffled
835,50,prep.,control_bpe_set/control_prep._50.en.bpe,translations/out_control_prep._50.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_prep._50.es_en-es-non-shuffled.bpe,μ = 44.4 ± 0.7,44.5,84.0,control,non-shuffled
836,60,prep.,control_bpe_set/control_prep._60.en.bpe,translations/out_control_prep._60.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_prep._60.es_en-es-non-shuffled.bpe,μ = 42.7 ± 0.6,42.7,84.0,control,non-shuffled
837,70,prep.,control_bpe_set/control_prep._70.en.bpe,translations/out_control_prep._70.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_prep._70.es_en-es-non-shuffled.bpe,μ = 41.2 ± 0.6,41.2,84.0,control,non-shuffled
838,80,prep.,control_bpe_set/control_prep._80.en.bpe,translations/out_control_prep._80.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_prep._80.es_en-es-non-shuffled.bpe,μ = 39.5 ± 0.6,39.5,84.0,control,non-shuffled
839,90,prep.,control_bpe_set/control_prep._90.en.bpe,translations/out_control_prep._90.es_en-es-non-shuffled.tok,en-es,out_bpe_set/out_control_prep._90.es_en-es-non-shuffled.bpe,μ = 37.9 ± 0.6,37.9,84.0,control,non-shuffled
840,100,article,control_bpe_set/control_article_100.en.bpe,translations/out_control_article_100.fr_shuffled.tok,en-fr,out_bpe_set/out_control_article_100.fr_shuffled.bpe,μ = 27.3 ± 0.7,27.3,85.0,control,shuffled
841,10,article,control_bpe_set/control_article_10.en.bpe,translations/out_control_article_10.fr_shuffled.tok,en-fr,out_bpe_set/out_control_article_10.fr_shuffled.bpe,μ = 33.4 ± 0.7,33.4,85.0,control,shuffled
842,20,article,control_bpe_set/control_article_20.en.bpe,translations/out_control_article_20.fr_shuffled.tok,en-fr,out_bpe_set/out_control_article_20.fr_shuffled.bpe,μ = 32.7 ± 0.7,32.7,85.0,control,shuffled
843,30,article,control_bpe_set/control_article_30.en.bpe,translations/out_control_article_30.fr_shuffled.tok,en-fr,out_bpe_set/out_control_article_30.fr_shuffled.bpe,μ = 31.8 ± 0.7,31.8,85.0,control,shuffled
844,40,article,control_bpe_set/control_article_40.en.bpe,translations/out_control_article_40.fr_shuffled.tok,en-fr,out_bpe_set/out_control_article_40.fr_shuffled.bpe,μ = 31.4 ± 0.7,31.5,85.0,control,shuffled
845,50,article,control_bpe_set/control_article_50.en.bpe,translations/out_control_article_50.fr_shuffled.tok,en-fr,out_bpe_set/out_control_article_50.fr_shuffled.bpe,μ = 30.6 ± 0.7,30.6,85.0,control,shuffled
